Title	Rwp(%)	
Steel_test_data01	100539.1	
Steel_test_data01	100539.1	
Steel_test_data01	100539.1	
Steel_test_data01	69.6739	
Steel_test_data02	21.180422	
Steel_test_data02	21.180422	
Steel_test_data03	8.24081	
Steel_test_data04	5.4898796	
Steel_test_data05	5.477691	
Steel_test_data06	15.215503	
Steel_test_data07	11.472418	
Steel_test_data08	10.988592	
Steel_test_data02	21.180422	
Steel_test_data02	21.180422	
Steel_test_data03	8.24081	
Steel_test_data04	5.6475096	
Steel_test_data05	15.167221	
Steel_test_data06	11.575743	
Steel_test_data07	11.013997	
Steel_test_data01	100539.1	
Steel_test_data01	69.6739	
Steel_test_data01	100539.1	
Steel_test_data01	69.6739	
Steel_test_data01	100539.1	
Steel_test_data01	69.6739	
Steel_test_data01	100539.1	
Steel_test_data01	100539.1	
Steel_test_data01	100539.1	
